id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
22076,3,10,4,11,1,9,2,8,3,8,1
22077,3,7,4,11,3,6,1,12,4,8,0
22078,3,8,1,10,4,10,1,3,2,8,2
22079,2,3,2,6,1,1,4,12,3,4,0
22080,3,10,3,4,4,2,4,3,3,11,0
22081,1,9,2,2,1,3,3,7,4,11,0
22082,1,2,2,13,3,12,1,3,1,12,1
22083,1,6,4,9,1,8,3,11,2,13,0
22084,2,10,3,8,4,3,4,7,4,1,0
22085,3,11,3,2,1,8,3,7,4,3,0
22086,3,10,1,8,3,1,3,4,2,13,0
22087,2,12,1,1,4,2,1,9,3,2,1
22088,2,2,3,5,4,2,4,5,2,13,2
22089,1,11,3,9,2,12,3,2,3,1,0
22090,4,10,3,7,3,13,4,12,1,9,0
22091,4,5,4,8,4,13,1,6,2,7,0
22092,3,3,1,7,4,10,1,11,4,13,0
22093,3,7,3,13,3,3,3,12,2,1,0
22094,4,9,2,7,3,1,1,10,3,6,0
22095,4,4,3,13,3,12,4,13,2,5,1
22096,1,7,1,5,4,11,2,2,4,8,0
22097,1,2,3,6,4,10,1,8,4,1,0
22098,4,13,4,1,1,6,2,6,1,7,1
22099,3,9,2,7,2,5,4,11,3,7,1
22100,2,6,2,8,4,5,1,7,1,10,0
22101,2,7,1,1,1,9,4,1,4,11,1
22102,3,3,4,10,3,4,3,9,3,1,0
22103,2,3,2,1,1,2,4,1,1,11,1
22104,2,10,2,4,2,7,4,5,4,13,0
22105,4,3,3,3,4,7,1,3,4,4,3
22106,1,10,1,3,1,7,4,2,1,5,0
22107,2,11,2,4,1,12,4,12,1,10,1
22108,2,13,1,7,3,7,3,8,4,3,1
22109,3,7,4,9,3,2,4,3,1,8,0
22110,2,3,1,2,4,11,3,4,4,9,0
22111,4,6,2,10,3,13,2,12,2,6,1
22112,3,2,3,10,4,1,4,10,4,4,1
22113,1,8,3,13,2,9,1,11,2,8,1
22114,4,3,1,10,3,5,3,8,2,6,0
22115,1,6,4,8,4,5,3,4,2,12,0
22116,1,13,3,9,3,13,1,5,4,10,1
22117,4,7,3,9,4,13,2,9,3,5,1
22118,1,2,1,4,3,3,1,5,2,12,0
22119,1,11,4,13,2,2,4,1,2,1,1
22120,1,6,1,1,2,4,1,8,2,8,1
22121,4,8,4,9,2,8,1,10,3,13,1
22122,3,3,2,11,4,7,4,2,3,1,0
22123,2,4,4,6,1,9,1,6,1,5,1
22124,3,6,4,2,1,12,4,13,4,8,0
22125,3,9,2,11,3,4,4,2,4,10,0
22126,1,5,3,6,3,7,4,4,3,3,4
22127,3,13,3,10,2,2,1,11,4,3,0
22128,1,5,2,4,1,12,3,3,3,11,0
22129,4,7,1,1,4,10,2,2,4,11,0
22130,1,5,4,4,1,13,3,10,1,3,0
22131,3,7,3,9,3,12,2,7,2,13,1
22132,4,11,4,9,2,12,2,1,2,6,0
22133,4,13,1,12,3,6,1,13,2,2,1
22134,1,10,4,3,1,9,4,13,2,6,0
22135,3,4,2,4,1,12,2,11,2,9,1
22136,4,13,1,10,4,5,3,5,1,11,1
22137,4,4,2,4,3,8,4,11,4,10,1
22138,1,12,2,2,1,2,1,9,3,10,1
22139,2,11,1,10,2,5,1,12,1,3,0
22140,1,12,2,5,3,7,2,2,1,10,0
22141,4,3,1,9,2,1,1,4,1,13,0
22142,4,11,3,3,4,7,2,6,1,5,0
22143,3,10,1,7,3,7,4,4,1,3,1
22144,1,7,3,10,2,7,4,8,1,8,2
22145,2,12,1,12,3,2,1,5,1,6,1
22146,4,10,1,11,3,5,4,13,1,13,1
22147,2,5,1,4,2,4,2,1,4,12,1
22148,4,8,1,13,3,7,2,9,1,1,0
22149,3,7,4,9,1,3,1,13,3,11,0
22150,1,9,1,4,3,9,3,11,3,6,1
22151,1,12,1,2,4,2,3,10,1,11,1
22152,1,11,1,8,1,9,4,10,4,6,0
22153,4,2,3,9,2,7,4,6,3,4,0
22154,3,9,4,13,2,7,3,13,2,9,2
22155,2,5,3,7,3,1,4,2,2,12,0
22156,2,11,3,3,4,12,1,13,1,8,0
22157,2,5,1,11,4,6,1,7,1,1,0
22158,2,12,2,11,4,5,4,3,1,4,0
22159,4,9,2,4,2,1,2,10,1,5,0
22160,3,12,2,1,4,2,2,2,4,5,1
22161,1,9,1,13,4,11,1,4,1,7,0
22162,3,5,3,4,2,2,4,3,3,11,0
22163,2,9,2,11,3,1,4,1,1,8,1
22164,3,4,1,9,4,10,3,5,2,9,1
22165,4,12,2,2,3,7,4,3,1,5,0
22166,4,10,2,10,1,4,2,12,2,9,1
22167,3,5,1,7,4,13,4,4,1,9,0
22168,4,8,1,6,3,7,3,8,4,13,1
22169,1,2,4,1,3,9,2,10,3,4,0
22170,2,1,2,6,1,4,1,13,2,4,1
22171,1,6,3,6,1,3,4,3,2,3,6
22172,4,6,4,5,2,13,3,6,2,9,1
22173,4,5,4,6,3,1,4,7,3,11,0
22174,4,8,1,8,4,2,3,10,3,7,1
22175,4,5,2,8,4,10,2,7,2,6,0
22176,2,2,3,1,1,10,2,4,1,3,0
22177,2,1,3,8,4,7,1,6,4,13,0
22178,1,1,4,9,3,10,2,1,2,11,1
22179,1,11,3,1,3,8,3,11,2,8,2
22180,2,2,4,13,1,1,2,8,3,6,0
22181,3,4,3,13,1,3,1,4,1,11,1
22182,4,5,1,12,1,10,4,1,2,7,0
22183,4,3,3,2,2,3,1,5,4,12,1
22184,4,8,2,2,4,1,2,5,1,7,0
22185,4,12,4,5,4,13,1,4,3,2,0
22186,4,12,2,5,1,13,2,3,3,12,1
22187,3,7,2,4,4,11,2,8,4,13,0
22188,1,6,2,13,1,10,1,8,3,8,1
22189,2,6,1,3,2,7,2,3,3,1,1
22190,3,4,4,2,1,2,4,9,2,1,1
22191,1,5,3,12,4,1,4,4,1,2,0
22192,1,9,4,7,1,8,2,2,2,6,0
22193,2,3,2,8,4,8,1,6,3,9,1
22194,3,4,1,6,2,10,3,7,2,8,0
22195,2,5,1,6,4,4,4,8,1,12,0
22196,3,10,4,8,4,11,1,1,3,12,0
22197,2,10,1,8,3,5,3,6,2,5,1
22198,1,13,3,12,4,10,2,9,1,4,0
22199,4,3,3,10,3,5,2,4,2,12,0
22200,2,3,4,11,3,5,3,9,2,11,1
22201,2,4,2,12,2,7,2,9,1,9,1
22202,4,10,3,1,3,11,3,12,4,12,1
22203,3,4,2,10,4,9,2,9,4,8,1
22204,3,3,3,4,1,3,3,12,3,10,1
22205,2,12,1,2,2,13,1,13,4,10,1
22206,4,3,1,1,2,6,3,11,1,11,1
22207,3,11,2,9,2,8,1,8,4,12,1
22208,2,8,1,5,3,9,1,3,1,6,0
22209,1,8,2,6,3,13,3,10,4,12,0
22210,3,5,1,2,1,6,1,12,1,1,0
22211,4,8,4,5,4,10,3,8,2,11,1
22212,2,11,4,12,4,7,2,5,4,5,1
22213,2,2,3,3,1,2,1,4,4,2,3
22214,1,11,2,1,1,6,3,8,4,9,0
22215,3,1,1,7,2,9,3,7,4,13,1
22216,1,8,3,12,2,10,3,9,2,5,0
22217,1,8,4,2,3,1,1,5,1,10,0
22218,1,5,4,9,3,1,2,11,3,8,0
22219,3,9,3,10,3,2,1,8,2,1,0
22220,4,4,1,11,2,2,3,3,4,1,0
22221,2,12,1,1,2,2,4,6,4,1,1
22222,2,1,1,7,3,12,4,5,1,13,0
22223,2,1,1,6,2,3,4,10,1,4,0
22224,1,10,1,6,3,13,3,2,2,2,1
22225,1,9,4,13,2,7,3,10,4,11,0
22226,1,1,3,13,4,7,3,9,4,6,0
22227,2,12,3,11,4,4,3,5,3,2,0
22228,4,9,2,11,3,11,1,13,2,7,1
22229,2,13,3,10,1,6,4,5,2,12,0
22230,1,1,2,4,1,3,1,13,3,2,0
22231,4,8,1,8,4,9,4,1,1,11,1
22232,1,1,3,2,2,12,3,9,4,11,0
22233,1,5,2,11,4,12,2,9,2,6,0
22234,4,3,2,4,3,6,4,7,1,11,0
22235,3,12,2,5,2,11,4,3,1,12,1
22236,3,4,4,2,2,6,2,2,3,12,1
22237,2,12,3,10,2,9,2,4,3,1,0
22238,4,2,1,7,4,7,3,7,2,3,3
22239,4,10,2,12,2,9,2,5,1,11,0
22240,3,5,2,7,1,6,2,6,4,10,1
22241,2,4,1,2,1,8,4,10,4,12,0
22242,1,3,3,2,1,7,1,6,2,7,1
22243,2,6,3,2,2,8,4,13,2,1,0
22244,3,7,4,4,3,5,2,10,3,12,0
22245,2,9,3,9,2,2,3,5,3,10,1
22246,4,6,3,10,1,3,3,7,2,7,1
22247,1,10,2,13,1,9,2,1,3,1,1
22248,3,6,4,3,2,6,3,2,4,7,1
22249,2,11,1,6,1,8,4,5,1,1,0
22250,3,2,2,6,2,11,4,1,4,7,0
22251,4,1,1,5,2,6,1,10,2,2,0
22252,4,11,4,5,1,6,1,9,4,1,0
22253,2,12,4,13,1,7,3,3,4,5,0
22254,4,5,4,7,1,2,2,3,4,13,0
22255,3,11,4,8,4,9,4,3,2,11,1
22256,1,10,4,10,4,3,2,7,4,9,1
22257,1,12,4,13,4,5,3,11,3,3,0
22258,4,2,1,5,1,1,1,3,2,1,1
22259,3,8,4,8,3,11,3,5,2,2,1
22260,1,3,4,3,4,1,4,7,1,1,2
22261,2,4,3,8,1,9,4,11,3,2,0
22262,2,12,3,7,2,3,1,13,4,1,0
22263,4,6,4,3,1,11,2,7,4,8,0
22264,2,12,3,9,4,9,4,6,4,3,1
22265,2,4,1,6,2,13,3,11,3,13,1
22266,2,7,3,5,3,7,2,13,4,7,3
22267,1,11,2,13,1,13,2,9,4,9,2
22268,2,7,2,11,1,2,4,13,1,6,0
22269,3,6,3,9,1,3,3,1,3,12,0
22270,2,3,1,12,2,9,4,4,2,7,0
22271,2,10,1,4,4,3,3,11,2,1,0
22272,3,7,2,8,4,4,3,8,2,10,1
22273,2,11,4,6,4,10,3,4,4,11,1
22274,4,1,3,7,1,11,3,13,2,2,0
22275,2,5,3,2,1,10,2,3,1,2,1
22276,1,9,3,10,4,12,3,5,3,8,0
22277,3,9,2,4,2,9,1,7,3,10,1
22278,4,1,4,7,2,2,1,12,4,6,0
22279,4,10,2,12,1,9,2,8,2,7,0
22280,3,3,4,10,3,9,4,8,1,9,1
22281,3,7,1,1,3,11,4,4,3,10,0
22282,4,1,3,7,2,9,1,12,2,10,0
22283,4,12,3,7,2,9,2,8,1,11,0
22284,1,2,1,5,4,13,2,13,2,11,1
22285,1,9,4,5,3,10,2,2,2,1,0
22286,4,13,1,9,4,4,1,7,2,9,1
22287,1,1,3,7,2,4,4,6,2,6,1
22288,2,2,2,6,3,8,2,13,4,1,0
22289,2,10,3,13,3,3,4,4,4,8,0
22290,3,10,1,3,2,10,1,13,1,1,1
22291,3,1,1,2,3,10,3,2,4,9,1
22292,1,3,2,4,1,9,1,10,4,13,0
22293,1,6,3,12,4,13,3,1,4,12,1
22294,2,5,4,7,2,9,4,10,4,4,0
22295,4,11,1,7,2,9,3,13,4,9,1
22296,4,4,2,3,3,1,4,7,3,10,0
22297,2,10,2,3,3,12,1,5,4,5,1
22298,1,2,2,8,3,9,4,10,1,10,1
22299,3,2,4,2,4,5,3,10,3,13,1
22300,3,4,4,11,4,12,1,9,4,7,0
22301,3,12,3,13,1,13,2,2,2,3,1
22302,2,4,4,6,3,2,2,11,4,1,0
22303,2,10,4,2,4,10,2,2,1,4,2
22304,4,7,1,9,4,11,3,9,3,6,1
22305,4,3,2,7,3,12,1,4,4,10,0
22306,4,11,4,9,1,4,2,12,1,6,0
22307,2,7,3,2,3,5,1,6,2,5,1
22308,3,4,1,13,1,7,2,13,4,7,2
22309,3,11,3,7,2,1,2,6,1,1,1
22310,2,3,4,8,4,1,4,3,1,12,1
22311,1,10,1,11,3,6,4,9,3,2,0
22312,4,10,2,13,2,5,4,11,4,13,1
22313,4,9,4,12,4,7,1,12,4,3,1
22314,1,6,4,12,1,1,3,1,4,5,1
22315,1,7,4,13,4,8,4,3,3,9,0
22316,3,12,1,3,3,3,4,1,2,2,1
22317,2,6,2,1,1,1,1,8,1,4,1
22318,4,6,4,8,3,3,1,8,2,2,1
22319,1,1,4,12,3,5,4,3,2,11,0
22320,1,9,2,9,2,3,3,10,2,2,1
22321,2,3,4,11,2,13,1,9,3,1,0
22322,2,7,4,4,4,5,2,9,1,9,1
22323,2,12,1,8,4,13,4,3,1,4,0
22324,4,13,4,9,1,11,1,8,2,6,0
22325,1,3,2,13,1,6,2,4,4,9,0
22326,3,10,1,5,3,5,3,12,3,9,1
22327,3,12,3,10,4,8,4,10,2,10,3
22328,4,5,2,5,3,11,2,13,2,2,1
22329,2,13,1,12,1,11,1,10,2,9,4
22330,1,3,1,6,4,8,1,1,4,4,0
22331,4,7,3,13,4,9,1,6,4,12,0
22332,4,9,2,2,3,5,4,13,4,10,0
22333,3,10,3,6,1,12,1,13,3,5,0
22334,1,6,2,5,3,6,4,11,3,12,1
22335,2,9,2,10,3,13,3,7,2,6,0
22336,2,10,3,13,3,5,2,13,3,10,2
22337,1,6,3,3,4,10,2,12,4,12,1
22338,3,13,1,11,2,10,1,9,2,9,1
22339,4,1,4,5,4,3,4,10,1,4,0
22340,3,3,3,13,3,11,3,1,1,10,0
22341,2,4,3,9,4,13,1,5,3,4,1
22342,2,1,3,9,1,3,4,6,2,9,1
22343,3,6,4,2,1,4,1,2,2,10,1
22344,2,7,4,11,2,5,1,7,1,5,2
22345,1,3,4,11,1,13,4,12,1,8,0
22346,4,3,4,8,4,10,3,8,4,9,1
22347,4,7,3,3,4,11,1,11,2,10,1
22348,4,8,3,3,4,5,1,2,2,6,0
22349,4,12,4,9,2,10,2,4,4,2,0
22350,4,10,4,3,2,7,1,9,2,4,0
22351,4,5,4,3,2,10,4,11,2,13,0
22352,2,1,1,10,4,5,1,7,2,5,1
22353,4,5,4,3,2,8,3,11,4,8,1
22354,2,12,4,4,1,5,1,10,1,4,1
22355,3,13,4,6,4,9,4,10,4,2,0
22356,1,8,1,10,4,1,4,2,3,10,1
22357,2,10,2,9,1,12,1,8,4,8,1
22358,4,13,4,12,3,13,1,3,1,4,1
22359,4,13,2,4,3,6,2,5,2,13,1
22360,4,10,3,13,4,8,4,4,3,2,0
22361,1,1,3,2,2,6,1,8,1,3,0
22362,3,8,2,6,3,6,1,8,4,8,6
22363,2,4,3,6,1,6,4,6,4,13,3
22364,2,6,4,10,3,7,2,7,3,12,1
22365,2,5,4,7,2,12,1,11,2,13,0
22366,2,7,3,13,3,3,3,9,2,9,1
22367,1,7,4,9,3,7,3,8,3,10,1
22368,1,1,1,12,3,12,2,10,4,6,1
22369,3,11,3,10,3,8,2,13,1,4,0
22370,1,11,3,4,2,3,1,13,2,4,1
22371,3,6,2,11,1,10,1,6,2,7,1
22372,4,9,4,8,3,10,1,3,1,8,1
22373,1,13,2,5,1,1,2,3,3,11,0
22374,4,4,4,3,2,10,4,5,1,7,0
22375,1,11,3,6,4,5,2,8,2,10,0
22376,1,6,4,1,3,1,1,11,2,13,1
22377,2,8,2,1,4,9,3,2,2,2,1
22378,1,1,1,11,1,2,2,12,1,3,0
22379,3,7,2,5,3,10,2,2,3,5,1
22380,3,3,4,4,2,6,1,7,3,1,0
22381,4,6,2,5,3,6,1,13,3,5,2
22382,1,8,2,7,1,5,1,6,1,10,0
22383,4,9,1,8,1,5,4,5,4,4,1
22384,3,6,4,3,1,10,2,5,3,11,0
22385,3,7,4,8,4,9,1,2,3,10,0
22386,2,12,4,4,1,13,3,10,2,11,0
22387,2,3,2,13,4,1,1,10,2,10,1
22388,4,9,1,2,4,12,3,7,2,9,1
22389,3,2,4,10,2,12,1,7,1,1,0
22390,1,9,1,11,3,3,3,1,3,12,0
22391,4,7,4,9,1,2,4,4,3,8,0
22392,1,11,3,3,2,8,2,5,3,6,0
22393,1,3,1,12,2,3,4,3,3,2,3
22394,4,9,1,7,2,1,2,2,4,5,0
22395,3,6,1,9,1,7,1,6,3,3,1
22396,4,10,4,9,2,2,1,2,2,3,1
22397,3,8,1,1,4,1,1,9,2,4,1
22398,2,2,4,11,1,2,4,10,4,8,1
22399,3,9,2,4,3,7,3,6,1,13,0
22400,4,13,3,9,1,10,1,1,3,8,0
22401,2,8,3,7,4,11,3,4,2,7,1
22402,2,3,2,9,3,12,3,4,1,8,0
22403,3,13,1,2,1,3,4,10,3,6,0
22404,3,9,1,3,3,1,1,4,4,5,0
22405,2,2,2,12,1,2,1,3,1,13,1
22406,3,6,4,3,4,4,2,3,1,3,3
22407,1,9,1,10,3,7,1,3,3,8,0
22408,1,3,2,10,3,3,1,12,2,4,1
22409,3,13,3,8,4,12,1,5,4,13,1
22410,4,2,4,10,2,1,4,12,3,12,1
22411,3,3,1,2,2,6,3,12,2,13,0
22412,4,4,3,5,4,13,3,7,1,7,1
22413,4,13,4,11,2,9,2,11,1,5,1
22414,4,4,4,6,1,6,4,2,2,1,1
22415,4,10,1,9,2,1,3,3,3,9,1
22416,4,8,2,6,1,10,4,13,3,1,0
22417,4,1,1,8,2,5,2,3,3,2,0
22418,4,3,4,4,2,11,3,7,2,13,0
22419,4,8,1,2,4,6,4,3,2,10,0
22420,4,6,1,4,3,1,1,9,2,12,0
22421,3,9,2,4,1,12,2,11,4,13,0
22422,3,1,4,13,1,5,3,5,1,13,2
22423,4,1,3,2,1,9,3,10,3,3,0
22424,2,9,3,10,2,4,3,8,2,13,0
22425,1,12,4,2,4,7,3,7,3,3,1
22426,4,7,3,6,2,8,4,2,3,4,0
22427,2,5,4,13,3,10,4,11,3,5,1
22428,4,8,4,3,1,8,2,11,2,9,1
22429,3,2,2,8,1,4,1,11,4,11,1
22430,2,5,3,9,2,2,2,1,1,11,0
22431,2,6,4,11,1,12,2,5,1,11,1
22432,2,8,2,4,4,5,1,9,3,12,0
22433,3,3,2,11,2,12,3,12,1,3,2
22434,4,7,2,5,1,1,3,8,4,10,0
22435,4,6,4,7,3,9,3,3,2,13,0
22436,4,10,4,11,4,9,2,4,1,4,1
22437,2,2,4,5,1,4,3,8,3,5,1
22438,3,7,4,7,3,12,4,4,3,13,1
22439,1,4,1,8,3,9,2,10,4,9,1
22440,4,2,2,13,1,5,2,12,4,6,0
22441,2,11,2,1,1,12,3,1,1,2,1
22442,1,5,3,1,4,10,4,11,2,1,1
22443,3,7,4,11,1,9,4,10,3,13,0
22444,1,1,2,3,1,3,4,13,2,7,1
22445,2,4,1,9,1,4,3,6,2,13,1
22446,3,10,2,3,3,2,2,1,1,6,0
22447,4,6,1,9,1,12,2,13,4,9,1
22448,3,1,1,4,3,5,1,7,4,12,0
22449,4,5,4,10,4,1,2,7,4,12,0
22450,4,1,1,8,1,6,2,4,4,2,0
22451,1,4,1,5,3,7,4,11,3,12,0
22452,3,12,2,6,2,5,3,4,2,12,1
22453,1,10,4,3,1,4,2,10,4,11,1
22454,3,13,3,1,2,5,4,7,1,9,0
22455,2,4,2,13,3,2,3,3,2,7,0
22456,4,9,1,13,4,4,3,11,3,9,1
22457,3,9,1,2,4,6,4,8,4,13,0
22458,2,10,2,4,4,5,3,13,2,8,0
22459,4,8,1,12,3,2,2,9,3,1,0
22460,3,7,3,10,1,10,4,10,3,3,3
22461,4,13,2,8,4,3,3,4,4,8,1
22462,2,13,2,1,2,2,1,5,1,8,0
22463,4,2,1,9,2,11,4,7,2,8,0
22464,4,8,2,4,2,3,1,2,4,4,1
22465,1,3,4,5,4,1,3,4,1,11,0
22466,3,11,2,7,3,3,2,12,4,7,1
22467,2,6,4,8,3,3,1,8,1,6,2
22468,1,3,4,11,1,13,3,3,2,5,1
22469,1,5,1,7,2,8,3,5,4,1,1
22470,2,2,1,1,2,11,4,12,3,12,1
22471,3,11,2,3,4,2,2,8,4,13,0
22472,3,2,3,3,3,13,3,7,3,1,5
22473,2,12,3,10,1,13,1,9,1,11,4
22474,4,2,2,13,2,2,3,9,1,2,3
22475,3,7,1,7,2,10,3,2,2,6,1
22476,3,6,3,10,1,7,2,3,4,9,0
22477,4,5,1,10,4,13,3,1,2,8,0
22478,4,8,3,3,1,8,2,12,1,1,1
22479,4,11,3,8,4,2,2,10,2,4,0
22480,2,11,1,6,1,1,1,2,2,10,0
22481,1,3,1,4,1,12,4,5,4,2,0
22482,3,4,2,7,3,9,2,6,1,11,0
22483,1,8,4,10,2,8,3,8,2,6,3
22484,2,7,3,1,4,9,4,4,3,11,0
22485,2,11,2,10,4,9,3,6,3,7,0
22486,4,11,3,8,4,6,4,12,4,9,0
22487,2,13,1,5,1,10,2,9,2,1,0
22488,4,4,2,4,4,8,4,2,3,11,1
22489,1,3,2,1,3,12,2,4,3,5,0
22490,2,9,1,2,2,11,3,7,1,3,0
22491,2,8,3,10,2,12,2,5,4,4,0
22492,3,10,1,7,4,5,3,1,4,4,0
22493,1,2,1,11,3,4,4,1,1,6,0
22494,1,4,4,13,3,4,4,6,2,13,2
22495,4,6,3,1,4,8,4,2,2,8,1
22496,4,7,4,6,2,1,1,2,4,9,0
22497,2,5,3,10,1,8,3,5,1,1,1
22498,2,12,3,12,4,11,3,3,3,7,1
22499,2,12,4,1,1,3,3,8,3,6,0
22500,2,11,4,12,4,13,4,11,3,11,3
22501,3,7,4,5,2,13,2,5,1,9,1
22502,2,8,1,2,4,2,2,7,2,5,1
22503,1,8,3,10,2,3,1,13,2,4,0
22504,1,9,1,7,4,9,2,13,1,2,1
22505,1,11,4,4,2,10,2,5,2,4,1
22506,3,9,4,6,4,5,4,8,4,11,0
22507,1,3,1,10,2,11,3,12,3,1,0
22508,1,12,1,9,2,11,3,4,1,11,1
22509,3,5,1,11,4,11,2,1,1,9,1
22510,4,12,1,12,2,6,2,9,1,10,1
22511,4,1,2,1,2,4,3,13,3,1,3
22512,2,8,3,11,1,2,1,13,2,6,0
22513,1,4,3,10,2,1,4,4,3,6,1
22514,2,6,2,7,4,2,1,9,2,1,0
22515,1,13,3,3,3,8,4,5,4,2,0
22516,4,6,3,8,1,3,3,11,1,10,0
22517,4,9,2,3,4,12,3,6,1,12,1
22518,3,11,1,7,4,6,3,1,4,10,0
22519,3,1,4,10,3,11,4,2,4,12,0
22520,4,2,1,3,2,11,2,9,2,2,1
22521,3,3,1,5,3,10,2,5,1,8,1
22522,3,3,4,3,2,2,2,11,3,2,2
22523,4,1,4,5,2,2,3,4,2,5,1
22524,3,13,2,4,4,7,1,2,4,6,0
22525,3,10,4,8,1,10,2,3,1,3,2
22526,4,5,4,7,2,7,1,6,1,1,1
22527,4,2,3,13,3,6,1,3,3,11,0
22528,2,3,2,1,1,10,4,9,1,5,0
22529,2,5,2,10,3,11,3,10,4,1,1
22530,3,13,4,5,4,9,4,12,2,3,0
22531,1,11,3,11,3,6,4,10,3,4,1
22532,3,13,2,6,1,13,4,8,1,4,1
22533,4,2,2,13,2,3,4,3,4,7,1
22534,1,10,3,1,2,3,3,10,4,9,1
22535,4,4,2,7,1,5,3,6,1,2,0
22536,2,1,4,9,4,12,1,12,1,3,1
22537,3,5,1,4,4,8,4,1,2,1,1
22538,2,9,4,3,2,1,4,11,2,5,0
22539,1,13,2,9,3,1,4,4,3,9,1
22540,3,8,3,10,2,9,2,10,2,1,1
22541,3,6,2,3,4,13,4,11,2,13,1
22542,4,8,3,10,1,12,1,4,4,5,0
22543,1,5,4,3,3,7,4,13,3,9,0
22544,3,9,1,6,1,9,3,11,2,13,1
22545,1,7,2,10,2,9,1,9,1,13,1
22546,1,10,2,2,2,1,3,3,3,10,1
22547,1,12,2,13,4,5,2,6,3,10,0
22548,2,6,2,13,4,12,4,2,2,9,0
22549,4,11,2,4,3,12,2,6,3,4,1
22550,4,8,2,7,1,8,1,10,2,5,1
22551,4,8,3,12,2,1,3,4,1,10,0
22552,1,12,3,2,2,3,2,8,1,10,0
22553,4,8,3,6,4,3,1,9,3,4,0
22554,2,13,4,12,3,7,4,5,2,9,0
22555,3,12,4,4,4,7,4,1,1,12,1
22556,3,10,4,11,2,12,1,6,1,7,0
22557,1,2,3,3,4,8,4,11,4,1,0
22558,4,10,3,8,3,9,2,8,1,12,1
22559,4,13,3,12,2,4,4,11,2,12,1
22560,4,6,3,11,2,12,3,7,3,4,0
22561,3,3,4,6,1,12,3,5,3,7,0
22562,1,1,3,4,2,5,2,2,2,11,0
22563,2,3,3,8,3,13,4,5,4,6,0
22564,3,11,1,5,2,10,1,9,4,1,0
22565,3,2,2,12,4,7,3,13,2,6,0
22566,2,2,4,2,1,9,3,4,3,7,1
22567,2,4,3,10,3,1,3,5,2,1,1
22568,4,12,3,3,1,11,2,5,3,2,0
22569,1,8,1,11,3,6,4,8,4,7,1
22570,3,6,4,2,2,3,3,8,4,11,0
22571,2,1,4,3,4,12,4,11,3,4,0
22572,4,2,3,8,1,3,2,13,4,9,0
22573,1,1,2,11,2,8,4,12,3,12,1
22574,1,1,1,9,3,1,3,6,4,12,1
22575,1,3,1,10,1,11,2,1,4,11,1
22576,2,1,3,8,3,10,2,11,3,9,0
22577,4,11,2,1,4,9,2,6,2,7,0
22578,4,11,3,1,1,4,4,1,3,7,1
22579,4,1,4,13,2,9,1,1,1,3,1
22580,1,12,1,9,2,6,2,8,3,13,0
22581,1,6,2,3,4,9,4,1,4,12,0
22582,4,6,3,7,2,2,3,9,2,1,0
22583,2,11,2,5,3,2,1,3,2,6,0
22584,1,7,4,10,1,9,4,1,2,11,0
22585,2,6,2,4,4,10,3,4,4,3,1
22586,4,1,1,8,4,5,4,9,3,8,1
22587,3,13,2,10,1,4,3,5,4,10,1
22588,3,1,1,11,2,6,1,9,3,9,1
22589,1,10,1,4,1,6,3,6,4,7,1
22590,4,10,4,11,4,12,2,5,3,8,0
22591,1,12,2,13,1,7,2,6,3,12,1
22592,4,6,3,4,3,1,2,13,4,7,0
22593,4,13,1,8,2,10,3,5,4,10,1
22594,3,9,4,11,2,1,3,6,4,5,0
22595,2,5,1,8,4,9,1,4,3,2,0
22596,2,2,3,8,2,9,3,1,4,6,0
22597,4,7,1,4,3,6,2,3,4,2,0
22598,3,13,4,12,2,1,4,1,3,2,1
22599,3,7,1,2,3,2,3,10,4,4,1
22600,1,10,3,13,4,2,3,1,3,3,0
22601,4,8,2,7,1,12,4,4,1,6,0
22602,3,13,3,4,4,12,2,7,4,6,0
22603,1,2,4,11,2,3,1,13,2,9,0
22604,4,1,1,4,3,5,1,1,2,10,1
22605,4,8,2,13,4,1,3,11,3,6,0
22606,1,4,3,2,3,3,1,1,3,4,1
22607,1,1,3,1,4,5,4,10,1,12,1
22608,4,4,3,5,4,10,1,1,4,5,1
22609,4,5,3,6,4,7,3,3,4,8,0
22610,3,1,4,4,2,5,4,2,3,13,0
22611,2,3,1,2,1,1,2,12,1,4,0
22612,4,11,2,12,1,8,3,3,1,1,0
22613,4,5,4,11,3,2,4,12,1,11,1
22614,2,6,4,11,2,10,3,11,4,8,1
22615,2,1,4,3,3,5,4,8,3,3,1
22616,1,11,3,1,3,9,4,9,1,12,1
22617,3,12,1,5,3,8,4,11,3,13,0
22618,4,3,2,1,2,9,2,2,3,6,0
22619,1,6,1,9,4,3,3,1,1,5,0
22620,2,8,4,6,2,11,2,5,1,6,1
22621,2,2,2,5,3,4,2,3,2,9,0
22622,4,3,1,3,2,12,3,2,4,1,1
22623,3,1,1,9,3,12,2,3,1,5,0
22624,1,13,1,10,3,1,1,5,2,12,0
22625,1,11,4,11,3,11,3,8,1,1,3
22626,1,2,2,6,4,9,3,7,4,6,1
22627,3,8,2,13,3,11,2,1,4,11,1
22628,3,2,4,12,2,8,2,10,1,7,0
22629,4,4,2,10,1,11,3,9,3,8,0
22630,1,1,1,3,1,7,1,2,4,2,1
22631,4,11,1,3,3,4,3,11,1,10,1
22632,2,8,1,10,4,2,4,1,2,4,0
22633,2,8,1,11,2,3,2,7,4,9,0
