id,AT,V,AP,RH,target
7049.0,19.23,45.01,1012.24,72.91,450.77
7050.0,28.72,68.14,1005.82,46.52,443.26
7051.0,10.2,41.01,1021.39,96.64,468.27
7052.0,24.37,65.61,1014.5,65.67,443.13
7053.0,14.8,40.2,1012.87,88.35,466.27
7054.0,28.99,68.24,1008.75,66.57,428.28
7055.0,23.39,68.51,1013.09,78.6,438.35
7056.0,23.83,50.32,1008.41,72.23,445.17
7057.0,30.21,75.33,1002.24,66.71,431.46
7058.0,9.18,42.18,1017.4,87.3,475.57
7059.0,22.33,71.94,1011.06,82.85,441.85
7060.0,32.49,74.99,1002.19,34.58,435.43
7061.0,30.19,66.54,1004.39,61.43,428.37
7062.0,25.56,75.6,1017.37,69.31,442.2
7063.0,16.37,39.99,1007.05,80.61,464.69
7064.0,15.8,41.2,1016.08,77.83,468.55
7065.0,16.55,54.3,1017.95,60.84,460.59
7066.0,26.46,74.67,1016.65,84.44,431.65
7067.0,6.75,39.37,1020.26,70.99,486.26
7068.0,17.75,55.5,1020.15,81.26,459.43
7069.0,21.7,60.77,1018.07,88.15,444.66
7070.0,28.66,77.95,1009.56,69.07,431.23
7071.0,31.5,74.16,1011.72,56.42,436.43
7072.0,24.6,57.32,1012.48,45.14,442.64
7073.0,20.91,58.2,1018.1,62.8,446.19
7074.0,10.35,44.2,1018.46,88.6,478.36
7075.0,16.59,43.56,1012.88,59.61,465.03
7076.0,25.12,66.56,1009.22,65.62,436.56
7077.0,24.54,58.66,1011.63,57.62,448.11
7078.0,19.66,51.43,1010.17,84.19,459.12
7079.0,20.43,63.09,1016.46,91.78,445.58
7080.0,24.2,50.78,1008.74,59.32,443.09
7081.0,5.71,41.31,1003.24,89.48,485.83
7082.0,24.54,57.85,1013.02,65.61,444.93
7083.0,20.21,60.84,1018.5,82.73,447.73
7084.0,23.38,48.6,1004.45,69.19,440.9
7085.0,26.82,75.08,1005.93,60.81,441.14
7086.0,21.24,50.32,1008.54,84.83,447.32
7087.0,23.95,51.86,1014.24,68.28,449.81
7088.0,24.09,63.94,1017.59,51.02,442.92
7089.0,5.46,40.81,1025.73,93.52,474.87
7090.0,21.91,48.7,1006.89,83.97,449.8
7091.0,31.5,70.32,1011.44,64.09,435.13
7092.0,29.24,64.33,1011.5,64.14,440.29
7093.0,7.25,41.14,1024.99,95.85,477.45
7094.0,28.0,74.22,1008.68,66.0,433.94
7095.0,14.38,44.78,1010.8,66.58,459.66
7096.0,12.02,40.66,1017.27,96.72,464.5
7097.0,29.09,47.93,1003.05,48.13,438.97
7098.0,31.03,69.98,1011.33,52.16,436.13
7099.0,16.7,46.18,1011.4,95.51,458.05
7100.0,27.04,69.98,1008.5,75.41,433.25
7101.0,8.87,41.82,1033.3,74.28,477.97
7102.0,21.98,55.5,1017.89,57.9,457.29
7103.0,12.95,41.23,993.74,96.35,469.05
7104.0,24.39,60.84,1018.5,61.73,442.72
7105.0,12.58,39.72,1017.85,57.74,471.24
7106.0,17.05,44.88,1017.69,88.19,459.63
7107.0,6.76,40.62,1015.67,87.16,478.56
7108.0,21.51,65.48,1017.11,72.99,448.65
7109.0,10.13,38.16,1013.57,79.04,474.92
7110.0,15.9,39.99,1007.03,78.49,465.5
7111.0,12.38,45.51,1016.15,81.37,470.46
7112.0,25.47,56.89,1013.02,63.21,440.38
7113.0,32.38,73.91,1004.05,61.69,430.17
7114.0,21.67,57.76,1018.32,68.21,452.56
7115.0,15.01,42.77,1018.21,73.22,462.6
7116.0,16.9,54.3,1017.97,60.57,460.57
7117.0,15.71,44.06,1018.34,71.69,465.05
7118.0,12.71,43.02,1012.25,62.68,475.38
7119.0,10.9,39.64,1010.58,64.88,477.04
7120.0,24.83,62.4,1010.13,70.18,442.2
7121.0,24.35,58.79,1010.13,72.1,448.19
7122.0,11.83,45.09,1013.11,88.52,470.32
7123.0,8.95,43.56,1015.04,81.53,485.21
7124.0,20.79,68.28,1001.42,76.77,445.83
7125.0,8.57,40.23,1017.53,90.46,484.17
7126.0,6.01,35.79,1011.05,91.33,482.25
7127.0,10.08,37.92,1010.47,66.37,474.63
7128.0,9.31,43.56,1015.09,79.96,482.55
7129.0,7.92,36.08,1021.01,81.84,482.98
7130.0,25.89,48.41,1008.59,65.38,442.12
7131.0,11.83,43.14,1010.06,88.14,471.98
7132.0,9.98,41.62,1013.56,95.77,463.16
7133.0,17.85,53.16,1013.05,82.72,456.49
7134.0,29.54,69.48,1008.91,56.07,427.82
7135.0,22.54,63.07,1011.71,81.64,442.28
7136.0,11.16,40.96,1023.49,83.7,478.3
7137.0,9.94,41.44,1015.21,87.02,481.24
7138.0,16.06,47.45,1009.97,88.09,450.62
7139.0,22.12,60.37,1008.75,92.13,439.18
7140.0,21.87,74.87,1009.28,85.4,442.37
7141.0,32.67,77.95,1014.62,50.73,432.32
7142.0,27.41,63.07,1011.5,55.3,445.02
7143.0,10.06,43.22,1014.1,85.7,473.0
7144.0,28.52,64.96,1005.9,70.79,431.36
7145.0,19.78,62.1,1019.72,78.36,450.43
7146.0,27.07,77.95,1012.34,76.64,433.61
7147.0,14.76,49.64,1026.31,75.67,461.16
7148.0,22.92,60.37,1007.05,89.94,438.86
7149.0,18.0,52.08,1003.07,100.09,450.85
7150.0,28.37,75.6,1017.48,55.19,439.25
7151.0,6.03,41.14,1028.04,87.46,479.61
7152.0,19.99,65.94,1012.28,75.42,447.22
7153.0,7.61,39.42,1024.93,74.77,475.55
7154.0,27.54,66.93,1017.06,55.2,450.22
7155.0,11.91,43.22,1008.75,76.57,472.88
7156.0,18.63,48.92,1011.37,71.72,450.29
7157.0,23.88,51.95,1005.37,75.25,449.52
7158.0,18.16,39.99,1008.13,68.5,461.16
7159.0,13.26,41.78,1009.77,61.69,467.78
7160.0,13.95,38.73,1003.87,83.94,468.21
7161.0,8.62,42.49,1009.06,86.93,481.87
7162.0,25.88,74.67,1016.66,81.09,434.81
7163.0,9.33,39.96,1024.55,98.58,473.78
7164.0,13.18,43.72,1010.59,99.09,464.7
7165.0,31.33,76.86,997.85,64.43,431.44
7166.0,13.52,40.83,1009.94,87.53,470.47
7167.0,25.56,69.13,1002.46,68.26,434.48
7168.0,17.3,47.45,1010.29,87.13,448.79
7169.0,8.94,42.07,1018.9,85.93,473.34
7170.0,7.5,40.02,1031.39,82.53,476.01
7171.0,14.01,38.91,1015.86,69.24,470.1
7172.0,19.76,51.19,1008.38,92.56,448.71
7173.0,20.89,68.63,1012.6,69.52,452.05
7174.0,29.1,70.4,1003.97,77.57,430.98
7175.0,21.83,62.91,1011.07,91.34,443.76
7176.0,26.05,56.85,1012.78,59.09,438.59
7177.0,9.96,42.03,1017.78,82.39,477.85
7178.0,4.24,39.9,1009.28,96.74,491.25
7179.0,12.66,40.35,1011.37,82.77,473.11
7180.0,11.05,40.71,1024.91,76.42,479.59
7181.0,9.41,40.43,1025.68,79.49,492.88
7182.0,26.45,73.5,1010.31,74.33,433.44
7183.0,6.49,38.68,1017.94,64.81,485.95
7184.0,19.26,65.61,1015.03,85.74,451.85
7185.0,8.3,43.13,1020.02,83.11,484.07
7186.0,33.82,77.17,1008.96,58.91,435.58
7187.0,19.05,67.32,1013.2,83.14,447.47
7188.0,13.94,38.47,1015.03,53.9,466.54
7189.0,18.31,42.23,1012.88,79.32,464.45
7190.0,10.06,39.61,1018.22,70.22,471.86
7191.0,26.92,73.17,1011.42,76.94,431.29
7192.0,19.54,44.57,1007.19,78.93,450.54
7193.0,5.6,38.91,1019.31,85.33,491.1
7194.0,24.93,69.05,1001.02,85.14,429.53
7195.0,13.99,36.71,1013.43,83.13,473.2
7196.0,11.45,45.01,1018.88,92.12,470.4
7197.0,7.44,38.5,1012.81,70.27,488.12
7198.0,29.16,73.17,1010.96,67.77,429.06
7199.0,21.57,66.49,1014.76,68.19,455.18
7200.0,17.9,43.72,1008.64,74.73,452.55
7201.0,16.84,45.01,1016.14,75.74,456.85
7202.0,30.76,59.57,1010.66,61.76,439.32
7203.0,27.32,76.09,1007.77,74.64,443.13
7204.0,20.46,51.43,1010.06,83.79,456.7
7205.0,16.98,63.09,1020.44,95.18,450.55
7206.0,16.69,46.18,1011.0,97.85,458.57
7207.0,5.62,41.38,1020.91,86.21,490.83
7208.0,32.26,73.68,1014.75,60.9,426.48
7209.0,24.6,71.73,1010.08,78.77,436.28
7210.0,29.29,57.19,1008.3,60.11,435.69
7211.0,4.15,39.9,1008.84,96.68,491.22
7212.0,6.77,40.78,1024.86,96.58,478.24
7213.0,21.6,62.52,1017.23,67.87,453.28
7214.0,19.76,58.79,1017.37,89.09,449.76
7215.0,21.39,58.05,1013.03,86.44,449.76
7216.0,15.4,40.69,1015.1,70.25,471.66
7217.0,15.82,44.2,1018.96,66.73,460.2
7218.0,22.49,56.9,1007.65,63.34,449.64
7219.0,25.14,64.63,1020.63,54.0,446.63
7220.0,26.55,69.45,1013.92,52.22,434.55
7221.0,18.98,60.1,1010.09,85.34,453.37
7222.0,22.03,64.79,1017.95,76.2,450.25
7223.0,20.76,57.25,1011.01,90.31,444.85
7224.0,32.83,74.33,1011.44,50.42,427.36
7225.0,23.46,51.19,1009.6,73.22,444.82
7226.0,20.55,63.86,1015.12,73.98,447.54
7227.0,28.63,66.56,1005.88,64.73,427.35
7228.0,21.64,50.32,1008.41,86.32,442.52
7229.0,27.51,49.3,1003.74,61.27,437.09
7230.0,28.67,69.14,1008.24,72.68,433.79
7231.0,12.14,40.27,1007.57,73.22,472.84
7232.0,27.0,73.17,1009.82,64.43,434.94
7233.0,32.15,72.29,1010.13,50.19,435.71
7234.0,20.9,67.71,1007.16,59.02,446.57
7235.0,25.25,62.91,1012.51,62.64,443.14
7236.0,22.35,66.44,1011.19,65.41,445.27
7237.0,3.95,38.44,1016.75,79.65,492.46
7238.0,22.75,57.76,1017.83,66.54,452.33
7239.0,22.92,63.94,1019.28,42.69,444.22
7240.0,22.95,66.54,1004.53,88.06,434.41
7241.0,16.54,42.86,1014.85,78.0,465.26
7242.0,13.12,48.04,1011.93,100.07,463.46
7243.0,9.6,41.82,1032.93,72.63,475.01
7244.0,25.31,60.75,1008.65,79.35,437.33
7245.0,21.9,55.5,1018.85,60.27,456.52
7246.0,23.35,71.85,1009.32,73.48,441.28
7247.0,9.51,40.46,1018.84,70.12,471.32
7248.0,14.87,38.28,1014.65,80.24,467.29
7249.0,27.43,56.85,1011.86,36.76,436.64
7250.0,13.07,40.83,1010.0,84.84,471.19
7251.0,10.45,39.61,1020.23,73.39,477.41
7252.0,26.97,71.58,1010.13,75.16,433.88
7253.0,10.37,40.03,1017.47,90.47,477.91
7254.0,21.9,66.54,1004.76,89.99,439.06
7255.0,18.76,44.71,1015.15,30.83,462.18
7256.0,12.75,44.2,1017.59,81.22,471.03
7257.0,16.4,38.01,1022.2,73.05,463.79
7258.0,14.33,45.51,1015.42,71.55,468.92
7259.0,19.77,65.06,1016.22,74.95,448.26
7260.0,17.34,47.03,1013.36,98.13,463.89
7261.0,25.71,66.05,1018.58,66.23,444.35
7262.0,12.3,40.69,1015.74,82.58,474.46
7263.0,8.88,36.3,1015.27,56.96,478.7
7264.0,27.54,51.43,1012.3,54.82,439.8
7265.0,24.1,68.61,1010.97,74.87,443.75
7266.0,32.0,73.17,1009.94,40.48,428.69
7267.0,9.75,42.49,1010.57,83.63,480.35
7268.0,5.84,43.02,1013.88,87.42,489.05
7269.0,19.57,68.61,1011.13,96.4,448.73
7270.0,6.4,39.18,1024.6,86.83,484.44
7271.0,26.96,69.45,1013.89,51.47,436.69
7272.0,15.16,50.88,1013.88,100.11,460.03
7273.0,24.43,61.25,1011.66,85.24,436.05
7274.0,33.95,80.18,1010.3,56.69,432.22
7275.0,30.62,66.75,1017.68,53.68,432.66
7276.0,29.05,75.6,1017.63,51.16,439.14
7277.0,24.75,52.84,1005.47,69.61,442.6
7278.0,18.07,63.31,1016.65,72.81,456.5
7279.0,25.11,63.21,1012.21,83.58,443.43
7280.0,22.61,60.27,1018.81,83.27,440.98
7281.0,24.48,69.13,1002.88,69.43,432.71
7282.0,11.37,40.56,1017.56,64.8,478.88
7283.0,7.55,41.04,1027.03,83.32,476.58
7284.0,22.98,51.95,1006.83,74.92,454.63
7285.0,13.88,39.39,1014.08,80.48,471.39
7286.0,26.54,71.98,1005.8,91.16,431.78
7287.0,15.18,43.67,1011.59,92.58,467.74
7288.0,26.63,74.22,1007.44,78.5,434.25
7289.0,8.21,38.91,1015.82,88.99,481.32
7290.0,9.26,40.11,1024.38,74.82,460.72
7291.0,26.44,71.64,1004.55,85.53,435.61
7292.0,18.18,50.16,1010.22,99.73,451.14
7293.0,18.01,54.9,1017.04,77.82,455.91
7294.0,23.76,58.41,1013.85,85.38,445.85
7295.0,11.61,52.75,1020.94,77.56,464.68
7296.0,31.46,77.17,1009.26,59.61,435.56
7297.0,10.27,52.75,1026.19,76.78,470.76
7298.0,14.54,42.99,1009.27,90.88,468.93
7299.0,14.43,38.28,1014.76,79.76,467.12
7300.0,23.1,66.05,1020.28,80.62,439.03
7301.0,22.79,50.78,1008.65,58.39,447.12
7302.0,15.99,49.21,1015.17,76.4,463.47
7303.0,25.88,71.73,1010.01,72.8,430.86
7304.0,27.28,78.92,1011.05,75.48,434.78
7305.0,29.56,51.43,1005.87,59.22,437.93
7306.0,16.88,39.99,1007.08,74.29,462.83
7307.0,24.99,48.92,1010.03,41.26,443.12
7308.0,13.32,41.7,1020.22,88.3,451.93
7309.0,29.54,72.29,1011.0,42.0,443.79
7310.0,15.39,39.31,1008.78,66.67,461.39
7311.0,31.28,75.08,1005.39,49.53,438.63
7312.0,8.77,42.49,1010.7,86.78,469.1
7313.0,25.78,47.93,1003.67,67.23,442.46
7314.0,13.18,40.73,1017.62,94.4,465.96
7315.0,22.67,58.2,1016.91,60.75,446.36
7316.0,12.22,40.78,1024.02,85.46,464.12
7317.0,13.91,44.58,1021.36,78.98,472.67
7318.0,23.92,71.98,1006.22,92.96,433.23
7319.0,23.77,51.43,1006.67,84.09,441.54
7320.0,20.76,59.04,1012.51,85.39,448.92
7321.0,14.77,41.39,1018.95,65.61,470.21
7322.0,8.51,39.66,1015.16,86.61,483.54
7323.0,11.98,44.58,1016.45,78.8,477.56
7324.0,30.46,66.75,1017.81,54.48,432.45
7325.0,14.29,46.18,1017.01,87.29,464.73
7326.0,29.36,68.94,1007.5,79.91,431.39
7327.0,9.44,40.0,1015.62,81.16,471.32
7328.0,24.35,59.21,1018.21,54.46,444.35
7329.0,14.47,42.86,1031.55,66.73,466.64
7330.0,31.54,77.24,1008.23,70.19,431.27
7331.0,26.96,62.39,1008.14,73.95,437.41
7332.0,29.8,69.34,1009.36,64.74,437.65
7333.0,15.62,40.12,1013.03,96.26,462.59
7334.0,11.16,40.05,1014.95,88.38,479.11
7335.0,19.07,44.63,1020.23,44.93,456.37
7336.0,13.92,44.47,1029.36,70.86,467.29
7337.0,9.59,34.69,1027.65,75.32,478.88
7338.0,19.97,59.21,1017.87,83.46,450.41
7339.0,23.78,49.3,1003.3,76.56,439.83
7340.0,30.67,72.86,1004.25,52.72,432.76
7341.0,25.59,65.46,1014.47,37.89,444.9
7342.0,14.02,44.85,1016.54,75.73,469.53
7343.0,22.72,65.61,1014.64,70.53,449.04
7344.0,25.44,75.23,1010.71,66.44,436.67
7345.0,10.7,44.77,1017.8,82.37,484.94
7346.0,21.94,64.15,1021.2,61.75,453.3
7347.0,7.39,39.85,1011.63,83.61,487.84
7348.0,17.81,45.0,1022.32,43.84,471.0
7349.0,14.59,41.23,999.48,86.66,466.83
7350.0,22.38,71.85,1009.56,74.91,441.47
7351.0,33.24,74.34,1002.58,45.05,435.5
7352.0,28.61,69.84,1004.24,67.74,429.91
7353.0,17.51,44.9,1009.05,74.91,455.01
7354.0,33.63,77.54,1009.82,58.04,431.81
7355.0,16.5,44.2,1018.94,63.59,458.3
7356.0,19.79,60.1,1010.47,84.04,452.41
7357.0,23.77,59.21,1011.97,80.08,440.08
7358.0,11.8,43.22,1008.57,78.01,469.55
7359.0,24.94,59.07,1008.89,84.79,440.12
7360.0,28.78,64.96,999.75,56.43,432.66
7361.0,23.09,70.47,1010.76,79.89,439.36
7362.0,21.92,58.79,1010.09,89.7,446.71
7363.0,14.57,44.45,1021.42,66.23,462.48
7364.0,27.09,73.5,1011.34,76.06,434.31
7365.0,23.39,69.13,1010.99,90.66,434.5
7366.0,29.52,64.79,1017.53,44.83,439.6
7367.0,13.42,40.92,1022.84,75.89,458.49
7368.0,28.07,68.08,1013.13,44.67,437.65
7369.0,15.47,43.13,1015.11,50.5,466.63
7370.0,18.5,41.85,1015.81,64.78,466.8
7371.0,15.24,45.87,1009.46,85.95,456.33
7372.0,21.26,51.43,1009.96,80.66,455.45
7373.0,22.64,72.24,1011.07,98.55,434.36
7374.0,23.42,58.79,1009.74,81.54,441.46
7375.0,22.26,60.77,1018.26,85.94,442.58
7376.0,24.38,60.84,1017.85,62.23,440.85
7377.0,11.56,41.62,1012.5,91.42,460.6
7378.0,25.18,61.08,1013.08,80.75,445.64
7379.0,21.09,74.93,1015.11,81.93,443.51
7380.0,23.01,59.44,1012.82,82.62,445.72
7381.0,21.69,69.94,1010.7,80.8,443.67
7382.0,23.48,51.43,1007.13,84.83,441.78
7383.0,29.04,60.07,1014.88,47.23,438.5
7384.0,13.62,40.2,1014.2,85.05,465.74
7385.0,20.12,65.94,1009.93,76.24,447.46
7386.0,12.19,44.63,1018.96,80.91,468.91
7387.0,31.48,69.75,1008.9,45.66,438.19
7388.0,9.52,41.26,1020.55,89.73,475.44
7389.0,26.05,65.59,1012.78,67.03,437.04
7390.0,24.93,47.01,1014.28,66.04,455.06
7391.0,21.4,47.93,1005.16,88.44,445.2
7392.0,8.46,39.42,1025.05,69.36,474.42
7393.0,22.11,59.44,1012.82,84.67,448.15
7394.0,9.05,40.0,1015.48,80.91,472.41
7395.0,11.92,43.8,1022.96,60.49,470.33
7396.0,29.38,69.68,1011.35,49.25,430.2
7397.0,21.04,45.09,1014.19,40.62,450.92
7398.0,31.04,68.31,1010.54,42.74,441.56
7399.0,19.83,51.19,1008.13,91.29,449.0
7400.0,13.86,37.85,1011.4,89.7,469.94
7401.0,22.57,68.3,1017.43,87.69,440.81
7402.0,6.62,41.14,1027.33,86.24,479.74
7403.0,16.58,41.93,1022.36,45.24,466.61
7404.0,28.85,57.19,1008.2,58.4,436.8
7405.0,19.73,49.69,1007.78,73.02,454.28
7406.0,11.82,41.17,1019.5,55.74,475.61
7407.0,10.22,38.18,1018.01,70.7,474.07
7408.0,20.48,51.43,1007.4,90.7,448.03
7409.0,20.06,52.84,1004.21,82.12,447.47
7410.0,27.53,67.83,1009.4,53.73,429.05
7411.0,10.89,44.2,1018.3,86.32,479.16
7412.0,25.92,73.77,1001.27,94.28,432.0
7413.0,24.35,66.49,1012.48,62.12,439.15
7414.0,26.82,60.96,1012.25,57.41,449.81
7415.0,14.47,48.14,1017.28,87.36,457.45
7416.0,26.31,44.57,1007.51,52.6,452.73
7417.0,18.41,44.89,1009.75,77.24,448.88
7418.0,27.22,68.3,1016.84,64.88,436.81
7419.0,14.17,39.59,1010.99,94.08,464.17
7420.0,24.19,68.94,1007.37,70.83,439.52
7421.0,24.49,60.27,1018.96,72.62,440.87
7422.0,20.91,59.14,1017.25,74.7,442.67
7423.0,22.74,58.41,1013.92,84.03,447.85
7424.0,15.4,38.73,1000.67,79.71,469.18
7425.0,29.82,66.51,1010.98,43.57,439.17
7426.0,20.98,42.23,1013.12,67.37,461.9
7427.0,19.35,50.12,1005.43,100.1,447.43
7428.0,29.2,70.79,1004.8,63.74,425.2
7429.0,27.34,63.78,1016.5,48.4,446.56
7430.0,19.02,50.66,1013.04,85.25,455.42
7431.0,25.09,69.68,1012.18,91.33,439.77
7432.0,17.67,43.96,1011.68,82.13,466.31
7433.0,23.54,70.32,1010.89,80.76,434.45
7434.0,27.29,64.45,1013.46,45.35,446.94
7435.0,25.53,59.57,1010.65,82.04,445.59
7436.0,13.42,40.35,1011.2,77.0,472.57
7437.0,7.35,41.66,1015.55,79.67,485.35
7438.0,26.93,62.44,1011.02,70.05,435.11
7439.0,9.55,38.08,1019.34,68.38,479.23
7440.0,24.11,59.27,1011.02,78.18,444.35
7441.0,25.34,59.39,1014.02,73.58,439.8
7442.0,30.69,73.67,1006.14,60.58,430.45
7443.0,8.95,38.56,1017.85,64.34,475.43
7444.0,15.58,40.66,1016.34,87.42,460.61
7445.0,23.48,66.44,1011.28,61.11,443.21
7446.0,21.43,63.94,1012.68,99.68,445.29
7447.0,10.39,44.85,1014.22,78.42,478.05
7448.0,12.84,50.59,1020.08,88.08,470.96
7449.0,14.92,46.18,1014.21,98.82,465.63
7450.0,10.87,44.71,1021.38,58.22,484.63
7451.0,21.19,58.86,1014.19,68.96,452.43
7452.0,18.38,62.1,1020.12,77.27,452.91
7453.0,16.82,45.0,1022.05,37.28,468.22
7454.0,10.36,41.46,1017.53,92.04,478.27
7455.0,9.51,38.38,1022.77,73.82,474.93
7456.0,9.34,38.08,1019.56,67.74,482.06
7457.0,10.2,41.46,1019.12,83.26,480.11
7458.0,12.92,39.35,1014.56,88.29,469.83
7459.0,12.75,39.85,1012.51,62.37,475.61
7460.0,26.72,74.87,1010.18,70.74,441.93
7461.0,27.5,49.3,1004.02,59.23,439.77
7462.0,17.36,44.63,1020.49,54.21,456.98
7463.0,16.11,44.92,1025.37,79.85,460.99
7464.0,32.82,68.31,1010.44,41.85,441.06
7465.0,30.98,71.29,1008.78,47.7,432.99
7466.0,25.68,70.32,1009.08,90.48,431.32
7467.0,17.96,47.83,1005.0,85.72,454.59
7468.0,23.39,63.21,1011.91,84.57,448.3
7469.0,12.64,40.71,1024.2,65.21,476.37
7470.0,27.38,77.24,1008.25,82.49,435.81
7471.0,25.91,75.6,1018.23,62.65,443.2
7472.0,19.89,69.48,1011.06,86.73,447.63
7473.0,10.42,39.96,1025.21,95.69,470.81
7474.0,30.32,74.22,1008.31,53.14,429.36
7475.0,24.52,56.85,1012.59,54.47,438.89
7476.0,12.04,38.25,1013.08,82.45,472.13
7477.0,8.33,38.08,1018.94,73.78,481.89
7478.0,31.03,69.59,1007.77,63.96,432.56
7479.0,21.25,44.05,1005.69,81.87,448.43
7480.0,18.55,61.87,1008.45,65.3,450.73
7481.0,20.8,50.9,1012.07,73.16,457.0
7482.0,17.78,58.95,1016.32,89.61,450.89
7483.0,5.89,40.07,1018.99,63.13,493.9
7484.0,6.18,41.55,1001.58,98.79,484.87
7485.0,27.71,62.39,1006.43,68.21,435.84
7486.0,3.26,41.31,996.32,100.0,489.38
7487.0,12.24,41.2,1012.48,89.85,473.22
7488.0,12.1,41.58,1014.41,90.22,462.28
7489.0,30.68,69.68,1012.86,56.56,438.68
7490.0,28.19,68.08,1013.41,43.93,436.43
7491.0,27.34,59.87,1012.06,59.04,448.26
7492.0,26.91,61.5,1009.47,55.26,436.84
7493.0,5.62,40.62,1015.81,85.34,483.13
7494.0,30.55,68.24,1009.43,63.84,426.8
7495.0,17.55,45.87,1008.07,80.98,454.29
7496.0,26.48,51.43,1006.76,74.3,438.1
7497.0,27.62,67.51,1012.38,60.25,442.13
7498.0,22.59,70.32,1007.07,74.39,437.39
7499.0,14.3,42.99,1007.32,73.72,467.9
7500.0,26.22,69.89,1015.46,76.63,433.61
7501.0,19.02,44.85,1014.57,43.37,465.42
7502.0,12.34,43.22,1009.28,78.23,468.52
7503.0,18.34,50.59,1018.42,83.95,457.17
7504.0,19.44,60.07,1014.8,69.06,452.89
7505.0,15.37,43.34,1014.84,80.37,460.02
7506.0,15.43,40.89,1010.63,73.03,468.35
7507.0,11.23,41.17,1019.36,56.85,475.85
7508.0,23.36,65.18,1012.35,78.09,436.39
7509.0,11.77,39.39,1012.9,85.8,478.51
7510.0,3.21,38.44,1016.9,86.34,491.35
7511.0,29.89,71.29,1009.0,55.72,431.45
7512.0,24.97,50.23,1015.6,56.79,454.35
7513.0,14.48,38.92,1015.6,90.05,470.63
7514.0,21.98,48.41,1008.42,84.86,444.6
7515.0,15.31,41.35,1005.09,95.25,466.5
7516.0,27.61,59.54,1005.84,71.27,437.85
7517.0,25.92,60.95,1014.62,48.46,442.84
7518.0,22.51,59.21,1018.35,71.97,444.66
7519.0,23.76,51.19,1009.69,70.87,442.9
7520.0,23.17,51.19,1009.5,76.15,441.77
7521.0,8.91,40.11,1022.87,78.39,475.43
7522.0,10.61,40.77,1022.09,83.62,471.26
7523.0,27.21,66.49,1013.57,40.11,439.04
7524.0,28.61,69.84,1004.02,67.26,428.25
7525.0,23.95,59.92,1010.15,86.37,435.92
7526.0,26.75,64.79,1017.79,54.31,438.4
7527.0,24.94,67.69,1008.86,68.97,439.08
7528.0,18.22,39.63,1005.11,79.0,465.78
7529.0,24.7,58.46,1015.58,68.64,439.7
7530.0,8.43,40.6,1015.39,91.81,483.1
7531.0,10.15,41.46,1019.78,83.56,481.31
7532.0,18.88,43.69,1016.77,46.88,464.63
7533.0,22.43,63.21,1012.06,84.75,447.98
7534.0,27.45,66.25,1009.3,77.58,437.37
7535.0,26.09,58.41,1013.64,64.58,438.86
7536.0,30.69,71.98,1004.53,65.86,430.33
7537.0,27.69,70.32,1012.2,82.27,432.57
7538.0,15.33,43.13,1015.41,53.17,466.86
7539.0,13.26,42.99,1007.58,94.26,472.52
7540.0,9.96,39.66,1015.23,82.98,480.6
7541.0,21.05,58.33,1013.14,66.34,447.66
7542.0,7.98,40.77,1008.69,98.65,480.72
7543.0,23.46,72.43,1008.0,90.55,435.36
7544.0,32.06,71.85,1007.9,56.44,426.07
7545.0,23.35,63.47,1011.78,84.24,437.87
7546.0,9.63,43.02,1012.4,68.41,480.21
7547.0,18.58,63.78,1016.24,78.74,453.96
7548.0,29.07,51.43,1006.22,61.58,438.79
7549.0,14.73,36.99,1007.32,90.84,468.23
7550.0,16.39,41.96,1011.7,94.85,463.99
7551.0,20.23,57.76,1016.84,81.26,452.5
7552.0,15.0,41.35,1006.6,86.95,467.71
7553.0,11.06,37.92,1008.76,67.32,473.16
7554.0,27.67,69.59,1009.13,82.15,437.29
7555.0,13.76,45.08,1023.77,80.48,469.74
7556.0,30.2,74.34,1004.17,74.77,431.77
7557.0,29.06,72.86,1004.23,69.41,432.12
7558.0,12.83,41.5,1013.12,86.07,470.87
7559.0,30.97,69.13,1009.78,58.92,435.6
7560.0,14.66,43.13,1014.97,46.31,467.87
7561.0,20.11,50.78,1008.73,93.24,447.42
7562.0,19.09,42.44,1012.93,63.59,461.84
7563.0,30.26,59.22,1013.18,61.08,442.98
7564.0,31.05,69.13,1000.38,58.49,426.31
7565.0,21.19,74.93,1015.75,80.84,443.29
7566.0,24.84,56.89,1012.15,67.24,440.36
7567.0,14.95,43.52,1022.43,94.75,464.98
7568.0,17.52,44.05,1008.87,85.67,455.72
7569.0,8.09,43.02,1014.79,81.06,484.35
7570.0,27.3,57.19,1008.08,63.48,438.65
7571.0,27.04,73.67,1006.82,77.45,431.1
7572.0,9.13,40.02,1031.08,74.76,473.47
7573.0,12.4,40.35,1011.46,79.49,476.44
7574.0,22.76,44.05,1006.95,74.07,450.31
7575.0,12.52,71.14,1019.49,76.11,463.22
7576.0,12.41,39.28,1017.08,87.02,473.86
7577.0,15.15,41.35,1006.3,86.16,468.64
7578.0,23.93,64.05,1013.09,86.02,440.66
7579.0,19.16,43.43,1012.36,72.59,451.0
7580.0,25.68,46.21,1011.01,57.53,442.98
7581.0,18.8,39.72,1001.24,63.8,459.36
7582.0,32.9,68.51,1012.95,50.09,430.23
7583.0,29.55,67.69,1004.88,48.68,428.77
7584.0,17.85,46.48,1007.79,83.59,458.16
7585.0,24.49,59.87,1018.4,59.95,444.54
7586.0,13.78,45.51,1015.56,69.92,468.17
