id,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,label
9898,15,83,56,100,82,78,35,58,62,47,100,26,56,5,0,0,3
9899,0,67,42,98,63,100,53,63,48,27,10,1,15,0,100,0,1
9900,11,77,39,100,52,68,33,32,0,5,7,12,54,9,100,0,2
9901,74,100,49,87,26,59,20,28,29,0,100,11,86,39,0,49,6
9902,1,96,0,75,23,98,86,100,100,90,75,56,57,19,54,0,7
9903,33,63,52,100,46,80,41,39,29,0,0,1,49,2,100,0,1
9904,21,79,64,100,84,72,62,42,87,45,100,15,46,0,0,16,3
9905,0,69,20,100,56,86,41,49,10,19,10,5,57,0,100,16,2
9906,100,100,52,83,8,54,0,14,57,0,100,27,58,50,8,43,6
9907,16,100,0,56,21,15,62,0,100,22,97,69,62,98,25,82,0
9908,3,58,20,100,41,80,22,38,0,8,33,4,66,3,100,0,2
9909,3,76,30,100,91,98,81,65,80,45,100,22,52,0,0,12,3
9910,24,63,8,43,36,0,86,11,100,61,68,100,14,91,0,42,0
9911,11,85,0,70,26,96,92,100,100,87,81,55,65,21,60,0,7
9912,6,90,63,100,98,91,63,72,84,50,100,27,57,10,0,0,3
9913,0,79,34,100,64,87,57,59,100,48,92,16,50,0,9,11,3
9914,48,100,35,83,7,51,0,18,47,0,100,19,67,42,9,26,6
9915,65,100,37,83,13,64,0,43,24,28,63,27,100,22,97,0,4
9916,73,97,43,100,49,55,42,10,0,0,6,42,56,60,100,79,8
9917,8,72,0,99,47,99,100,100,77,77,53,53,35,27,31,0,7
9918,0,74,16,80,57,96,100,100,86,75,66,50,47,25,39,0,1
9919,100,83,54,100,23,73,70,65,89,68,89,26,51,0,0,12,9
9920,34,87,66,100,80,78,77,53,100,29,72,6,34,0,0,13,3
9921,58,100,33,73,0,48,28,38,82,38,100,60,93,30,99,0,4
9922,28,100,0,56,15,6,65,0,100,38,92,90,43,99,7,63,0
9923,25,86,59,100,77,81,54,57,100,42,89,16,40,0,0,18,3
9924,17,92,50,100,63,68,46,34,21,0,0,22,40,35,100,40,7
9925,28,81,59,100,72,73,43,55,96,48,100,16,50,0,0,10,3
9926,100,100,73,78,38,59,0,41,33,36,67,43,40,22,27,0,4
9927,100,100,52,83,17,60,0,33,10,6,63,0,65,24,13,36,6
9928,100,83,57,100,40,67,88,75,98,54,97,11,48,0,0,12,9
9929,70,91,88,79,74,100,77,79,100,51,93,13,43,0,0,19,9
9930,47,100,20,67,73,35,45,0,0,2,0,41,18,79,100,94,5
9931,42,93,74,100,77,71,58,45,100,34,82,10,38,0,0,8,3
9932,13,100,0,62,12,21,53,0,94,19,100,60,75,96,32,97,0
9933,46,100,0,100,7,61,63,30,48,0,8,28,50,64,100,98,8
9934,0,66,19,75,62,99,100,100,88,75,69,50,58,25,58,0,1
9935,28,100,5,70,0,27,44,0,98,23,100,64,65,100,19,89,0
9936,0,100,36,95,42,47,38,0,2,19,1,47,50,57,100,63,7
9937,45,84,75,100,100,79,79,54,79,40,90,17,49,0,0,8,3
9938,22,98,0,60,17,19,62,0,100,25,96,68,62,100,21,86,0
9939,51,100,24,86,6,67,0,47,27,33,69,31,100,20,97,0,4
9940,16,56,30,100,54,79,36,31,0,3,19,9,60,7,100,0,2
9941,31,95,2,68,64,58,62,10,0,0,10,52,31,100,100,100,5
9942,29,95,0,63,4,19,52,0,96,23,100,68,66,100,16,87,0
9943,0,46,33,63,66,82,100,100,84,75,64,51,46,25,29,0,1
9944,20,85,23,62,55,30,18,0,0,22,0,57,29,88,100,100,5
9945,54,70,54,100,93,96,75,58,42,24,0,0,44,12,100,11,2
9946,84,100,16,87,88,59,100,23,19,0,0,31,39,67,21,96,8
9947,47,89,33,69,100,51,83,10,14,0,0,44,9,90,81,100,5
9948,0,81,38,100,84,100,81,67,69,33,63,0,50,21,100,27,7
9949,100,100,76,91,59,76,41,61,24,46,12,30,0,15,0,0,1
9950,88,100,53,80,22,54,0,27,9,0,100,7,44,18,6,4,6
9951,0,68,34,93,99,100,100,66,66,35,13,11,1,0,76,2,2
9952,53,100,37,93,10,58,0,20,45,0,100,18,62,40,0,38,6
9953,47,100,14,69,0,31,27,0,77,13,100,48,86,86,38,98,0
9954,0,81,51,100,96,81,89,40,67,0,37,17,41,50,100,53,7
9955,9,80,56,100,100,87,88,51,51,23,0,4,29,4,88,0,2
9956,53,90,80,100,85,77,66,51,100,31,89,8,42,0,0,4,3
9957,29,100,19,44,27,0,5,9,0,62,30,88,65,95,100,97,5
9958,94,100,47,78,14,50,0,22,39,0,100,19,81,46,8,53,6
9959,0,88,24,100,40,76,24,50,4,25,23,4,62,0,100,0,2
9960,38,95,87,100,82,65,53,45,100,44,93,11,38,0,0,25,3
9961,0,68,26,100,69,94,62,52,31,19,18,18,60,0,100,8,2
9962,75,100,23,96,31,75,82,82,100,65,91,27,50,4,0,0,9
9963,54,92,13,72,0,31,31,0,79,17,100,55,85,95,37,100,0
9964,49,100,15,80,0,37,22,1,67,0,100,31,100,75,62,92,0
9965,38,97,30,100,0,76,14,52,88,51,100,51,76,26,78,0,4
9966,69,94,4,100,8,70,82,76,69,85,100,46,74,11,0,0,9
9967,0,99,57,100,88,70,80,33,52,0,3,3,40,24,100,27,7
9968,15,78,2,43,20,5,69,0,100,34,92,73,53,99,0,100,0
9969,15,89,13,49,67,38,39,0,8,29,0,74,35,96,100,100,5
9970,100,100,75,79,40,60,0,43,17,31,60,41,31,21,17,0,4
9971,100,100,60,76,36,49,26,21,57,0,91,23,62,47,0,49,6
9972,71,84,25,100,0,69,56,66,76,74,100,36,66,5,7,0,9
9973,0,36,32,57,65,78,100,100,83,77,60,52,40,26,21,0,1
9974,1,90,53,100,73,77,22,60,62,53,100,26,55,4,0,0,3
9975,74,100,46,89,21,54,17,16,65,0,100,22,46,34,0,27,6
9976,0,34,39,52,74,75,100,100,92,83,77,55,62,28,52,0,1
9977,31,100,0,85,0,52,31,29,100,35,74,65,60,33,52,0,4
9978,0,92,27,100,77,97,70,70,37,46,12,20,49,2,100,0,2
9979,38,100,12,86,0,69,6,51,35,40,68,31,91,17,100,0,4
9980,27,70,60,100,94,88,73,52,39,20,0,0,45,18,100,4,2
9981,100,96,56,100,50,72,92,90,92,65,85,24,47,0,0,4,9
9982,24,85,69,100,70,68,43,35,7,9,0,0,50,7,100,1,2
9983,51,100,12,82,0,36,24,0,70,9,100,46,85,88,40,88,0
9984,0,95,32,69,68,34,45,0,30,25,70,59,100,95,30,100,8
9985,38,85,69,100,93,81,77,54,100,34,93,9,45,0,0,13,3
9986,100,100,57,98,23,72,0,41,1,7,47,0,52,28,2,32,6
9987,43,87,43,51,47,14,0,0,29,33,71,63,100,96,45,100,8
9988,22,92,17,53,63,30,27,0,0,17,14,64,46,98,100,100,5
9989,87,100,43,78,13,52,0,24,31,0,91,10,100,37,41,41,6
9990,0,74,59,77,100,100,31,97,28,72,92,70,89,35,88,0,9
9991,63,100,24,88,0,73,4,57,41,45,76,32,92,16,100,0,4
9992,77,84,48,72,68,33,38,0,0,17,50,48,100,79,64,100,8
9993,100,100,81,85,65,72,47,58,33,44,16,29,9,15,0,0,1
9994,98,68,72,100,25,83,0,39,27,0,77,4,100,47,95,83,0
9995,35,100,4,69,5,30,42,0,92,24,100,63,60,93,0,78,0
9996,75,88,100,100,61,88,97,80,100,40,87,4,39,0,0,22,9
9997,69,91,100,100,54,83,25,54,73,62,88,31,57,4,0,0,5
9998,100,100,29,98,39,65,88,34,81,1,0,0,27,34,84,62,8
9999,42,100,8,74,0,28,31,0,74,8,100,45,89,88,49,95,0
10000,100,64,96,100,49,79,75,40,57,0,0,15,46,45,97,69,8
10001,6,73,36,100,45,66,31,30,0,0,5,10,52,7,100,9,2
10002,0,82,0,42,17,6,68,0,100,31,96,69,64,100,17,93,0
10003,28,100,24,57,49,24,31,0,0,25,24,60,59,83,100,90,5
10004,21,64,50,100,52,98,52,57,52,17,0,0,31,2,100,0,1
10005,0,88,35,100,73,97,98,69,91,26,68,0,62,14,100,12,7
10006,100,100,58,90,25,68,4,44,0,20,35,0,60,18,7,34,6
10007,0,67,28,94,91,100,90,73,69,53,100,25,61,0,11,5,3
10008,0,77,15,100,46,100,45,64,31,31,35,0,67,1,100,8,2
10009,74,100,100,96,78,80,52,64,30,48,13,32,4,16,0,0,1
10010,100,99,62,100,36,78,47,51,82,44,69,14,34,0,0,14,5
10011,61,93,51,73,71,35,40,0,0,24,44,58,100,88,51,100,8
10012,36,100,3,72,0,45,62,50,100,61,95,63,97,30,97,0,4
10013,60,83,100,100,93,91,60,73,40,55,20,36,7,18,0,0,1
10014,7,100,2,76,0,46,52,30,100,40,100,58,94,29,93,0,4
10015,12,97,73,100,100,70,74,35,49,0,0,25,34,41,98,37,7
10016,100,100,66,90,29,63,0,31,13,0,67,4,78,35,29,46,6
10017,0,57,27,90,84,100,100,66,67,33,21,7,24,0,84,2,2
10018,100,99,60,100,22,65,0,27,31,0,87,23,62,54,7,37,6
10019,31,100,47,91,12,58,0,24,74,20,100,45,78,36,65,0,4
10020,41,100,69,100,54,69,24,50,0,36,35,31,68,14,100,0,2
10021,100,100,55,98,17,83,0,52,43,61,65,37,44,7,4,0,5
10022,0,78,40,82,69,100,61,69,62,37,66,6,18,0,100,5,1
10023,58,100,30,90,0,63,37,46,90,38,100,56,80,27,70,0,4
10024,27,95,0,62,9,20,57,0,100,27,98,70,61,100,8,85,0
10025,0,63,8,86,53,100,100,96,73,73,46,49,26,25,19,0,7
10026,60,89,99,83,65,100,75,80,100,48,82,11,29,0,0,33,9
10027,28,100,69,99,65,65,47,32,22,0,0,27,39,38,100,38,7
10028,99,79,59,100,18,78,0,35,30,0,77,4,100,45,94,88,0
10029,91,100,36,74,52,38,52,0,0,9,55,43,100,78,91,75,8
10030,100,100,56,91,21,60,7,24,41,0,76,29,50,57,0,44,6
10031,12,97,48,100,69,69,55,33,35,0,0,25,46,35,100,39,7
10032,100,100,68,95,33,72,7,45,0,15,38,0,55,25,11,33,6
10033,0,42,32,61,65,81,100,100,92,76,74,51,56,25,40,0,1
10034,52,83,80,100,100,80,71,55,94,45,91,17,49,0,0,8,3
10035,21,96,13,55,63,35,43,0,7,23,0,62,37,94,100,100,5
10036,100,100,47,84,14,51,0,13,44,0,79,31,43,51,10,19,6
10037,0,85,60,100,100,74,85,36,67,0,35,6,16,35,96,42,7
10038,27,71,17,60,0,21,35,0,77,23,100,60,88,100,44,91,0
10039,0,61,28,82,48,100,50,62,46,25,9,0,48,2,100,4,1
10040,84,100,41,80,20,50,15,19,55,0,100,20,48,31,0,15,6
10041,21,84,41,100,77,79,34,53,80,54,100,21,52,0,0,14,3
10042,71,100,50,95,16,66,0,34,16,5,92,0,100,26,21,32,6
10043,55,100,30,74,0,45,37,38,85,55,100,62,81,30,64,0,4
10044,69,100,65,96,31,71,0,46,40,32,100,46,77,26,67,0,4
10045,0,91,70,100,100,83,76,43,66,0,53,5,21,43,92,46,7
10046,60,94,40,72,97,36,93,0,0,15,30,52,100,86,37,100,8
10047,91,100,26,98,49,62,100,78,100,78,99,34,62,0,0,19,9
10048,100,100,84,90,60,75,40,60,20,44,8,29,0,14,4,0,1
10049,100,100,40,84,0,45,0,0,57,17,38,50,14,52,57,27,6
10050,33,100,19,85,0,68,0,49,24,34,57,25,90,18,100,0,4
10051,0,86,28,100,59,93,57,66,38,40,34,13,66,4,100,0,2
10052,38,71,48,95,100,100,87,72,83,48,92,20,49,0,0,0,3
10053,0,44,33,59,66,80,100,100,96,82,77,54,59,28,44,0,1
10054,33,77,9,40,26,0,76,8,100,46,87,89,36,100,0,69,0
10055,6,100,54,99,66,59,48,18,25,0,0,38,49,43,100,42,7
10056,98,100,50,84,12,55,0,21,48,0,100,22,43,32,14,15,6
10057,100,100,44,83,11,53,0,20,35,0,89,16,76,41,20,35,6
10058,100,93,70,100,44,82,34,51,66,43,64,14,33,0,0,2,5
10059,0,67,46,60,61,23,24,0,35,36,72,67,100,100,45,85,8
10060,0,88,42,100,84,89,80,69,80,48,100,28,78,9,28,0,3
10061,0,92,51,100,100,89,77,54,54,18,31,0,22,37,78,46,7
10062,100,100,59,80,22,53,8,18,39,0,80,24,47,45,0,37,6
10063,46,73,64,100,100,89,80,57,48,26,0,0,14,14,92,11,2
10064,0,53,38,69,77,89,100,100,86,75,73,49,58,24,60,0,1
10065,6,100,0,99,0,56,65,51,100,65,60,94,52,47,53,0,4
10066,51,100,14,75,0,46,52,34,100,45,82,59,67,29,55,0,4
10067,36,84,0,66,84,57,100,18,22,0,5,40,9,86,84,100,5
10068,0,88,49,100,98,83,75,41,45,1,63,0,100,27,37,30,7
10069,58,58,100,91,25,100,0,67,86,63,88,70,47,35,8,0,9
10070,25,67,52,100,58,92,55,46,33,7,0,0,50,2,100,3,1
10071,48,100,13,71,0,40,49,25,100,37,87,62,61,32,64,0,4
10072,0,85,47,96,100,100,93,82,72,59,82,33,68,9,19,0,3
10073,31,81,60,100,78,78,51,56,100,48,94,13,46,0,0,15,3
10074,38,100,16,86,0,51,55,45,92,70,100,72,95,36,95,0,4
10075,47,100,88,93,100,74,63,61,46,43,59,21,42,4,0,0,3
10076,61,100,26,77,13,50,11,23,39,0,100,14,68,37,0,48,6
10077,66,100,11,88,38,45,66,1,0,0,47,40,100,78,51,88,8
10078,43,100,10,76,0,47,10,18,53,0,100,12,86,36,33,38,6
10079,32,76,79,66,75,100,40,89,88,66,100,26,52,6,0,0,9
10080,2,82,26,100,36,70,22,38,0,12,26,0,63,1,100,4,2
10081,100,99,60,100,25,85,29,69,65,55,64,25,39,1,0,0,5
10082,30,90,0,56,2,18,46,0,87,28,100,66,78,100,21,100,0
10083,14,56,27,100,42,69,26,27,0,5,33,0,67,0,100,1,2
10084,41,84,58,100,62,66,35,38,0,19,24,6,64,0,100,16,2
10085,100,93,72,100,30,96,0,71,22,64,59,52,50,18,17,0,5
10086,0,93,42,100,58,73,35,43,2,20,12,7,55,1,100,0,2
10087,12,77,40,100,74,85,58,55,100,40,94,14,49,2,0,0,3
10088,80,76,47,100,5,72,62,64,75,72,100,29,64,0,0,2,9
10089,71,100,28,74,0,45,66,50,100,70,75,85,62,42,51,0,4
10090,80,86,30,100,36,60,95,73,93,78,100,35,62,0,0,19,9
10091,51,87,81,100,92,72,59,45,100,39,96,10,46,0,0,11,3
10092,23,79,0,46,6,5,53,0,89,29,100,71,67,100,25,83,0
10093,2,90,41,100,78,71,61,28,27,0,0,36,50,35,100,42,7
10094,16,100,75,98,60,62,33,53,100,45,84,10,18,0,0,23,3
10095,100,100,59,78,23,53,1,23,27,0,77,10,54,34,0,36,6
10096,100,100,67,93,47,77,27,62,13,46,0,30,0,14,0,0,1
10097,76,100,44,86,11,55,0,19,46,0,100,14,59,36,13,26,6
10098,2,97,8,66,45,31,12,0,0,37,2,91,50,100,100,100,5
10099,0,83,29,100,63,95,46,62,25,31,25,0,63,4,100,14,2
10100,20,76,50,100,100,95,75,69,90,51,88,23,49,0,0,7,3
10101,0,89,56,100,77,77,29,54,50,48,100,27,60,5,0,0,3
10102,0,68,31,77,81,100,94,96,88,71,81,48,81,24,100,0,1
10103,28,83,6,56,73,48,83,10,15,0,0,42,32,90,100,100,5
10104,45,99,29,73,72,36,49,0,0,23,45,59,100,92,39,100,8
10105,0,38,32,56,66,78,99,100,100,91,81,60,62,31,46,0,1
10106,44,100,13,80,0,59,49,49,100,59,69,39,38,20,18,0,4
10107,26,70,0,38,14,0,65,4,93,40,100,79,60,100,21,74,0
10108,33,81,56,52,74,15,0,0,10,34,64,66,100,100,24,89,8
10109,93,100,53,92,60,49,56,8,0,0,11,35,62,57,100,84,8
10110,16,67,32,100,52,78,35,38,0,11,14,19,56,0,100,8,2
10111,25,98,64,100,72,67,53,33,30,0,0,16,37,30,100,33,7
10112,15,87,57,100,91,82,48,61,74,43,100,16,53,1,0,0,3
10113,100,100,77,97,45,71,17,43,0,12,32,0,62,24,24,29,6
10114,14,91,56,100,68,67,53,33,35,0,0,12,41,29,100,35,7
10115,60,100,24,75,2,47,0,18,45,0,100,10,67,34,11,46,6
10116,100,100,54,83,22,57,5,26,28,0,77,11,52,31,0,22,6
10117,88,100,39,75,9,48,0,21,55,0,100,21,76,48,0,61,6
10118,100,95,84,100,40,77,6,47,0,12,49,0,77,27,30,47,6
10119,4,61,26,97,38,100,28,60,16,21,0,2,49,2,100,0,1
10120,0,100,45,100,68,83,76,66,89,48,100,30,87,12,53,0,3
10121,7,100,15,64,28,27,0,0,7,34,67,63,100,94,20,91,8
10122,16,88,0,68,63,38,84,0,22,15,57,58,100,99,58,100,8
10123,90,69,63,100,21,75,60,67,91,59,100,17,54,0,0,6,9
10124,7,81,0,58,14,8,67,0,100,42,91,94,39,100,16,55,0
10125,67,88,95,100,47,75,18,50,81,62,100,29,64,0,0,7,5
10126,46,100,28,68,0,35,63,40,96,58,93,63,93,27,100,0,4
10127,39,100,17,84,0,63,8,42,42,33,79,30,100,18,78,0,4
10128,100,100,83,86,70,71,53,57,37,43,20,29,7,14,0,0,1
10129,46,78,79,100,100,77,68,51,28,35,0,16,43,6,89,0,2
10130,25,85,16,59,43,22,0,0,22,34,73,66,100,100,25,89,8
10131,68,84,0,100,2,65,97,35,100,0,11,16,52,58,74,98,8
10132,0,70,9,100,44,97,35,60,14,27,21,0,60,0,100,3,2
10133,98,56,83,100,33,97,0,56,1,9,54,0,100,25,100,67,0
10134,73,85,93,77,73,100,53,70,100,64,97,21,48,0,0,24,9
10135,0,66,2,93,50,100,100,98,78,72,55,47,38,19,39,0,7
10136,96,83,57,100,38,65,90,72,100,72,100,25,54,2,0,0,9
10137,98,100,51,87,15,59,0,29,22,0,100,6,85,34,10,49,6
10138,23,82,71,100,89,68,77,33,52,0,0,21,38,45,100,51,7
10139,84,88,7,100,11,65,66,31,33,0,0,32,61,65,100,88,8
10140,45,80,0,64,66,49,70,9,2,0,4,45,29,91,100,100,5
10141,6,91,23,60,73,41,41,0,8,29,0,81,38,96,100,100,5
10142,45,90,13,52,88,46,74,5,0,0,4,43,26,90,100,100,5
10143,100,100,74,98,45,76,46,52,83,42,76,12,38,0,0,1,5
10144,58,100,19,74,0,32,27,0,76,25,100,65,74,99,18,85,0
10145,56,100,32,74,0,45,27,28,88,30,100,56,63,29,36,0,4
10146,75,100,38,82,74,82,80,71,96,46,100,20,54,4,0,0,9
10147,3,67,43,91,57,100,49,63,36,27,0,0,43,4,100,5,1
10148,97,86,61,100,54,71,98,85,100,64,87,25,48,0,0,2,9
10149,32,84,68,100,100,89,73,61,95,42,88,11,44,0,0,15,3
10150,0,60,20,68,59,85,100,100,86,76,67,50,49,26,39,0,1
10151,100,54,78,100,30,92,0,48,14,1,66,0,99,40,84,79,0
10152,94,100,100,100,94,84,82,66,65,49,41,33,18,16,0,0,1
10153,52,100,17,74,0,45,52,33,100,47,99,60,79,30,65,0,4
10154,100,100,60,87,30,59,0,38,51,31,84,54,71,32,74,0,4
10155,0,76,26,100,52,87,42,47,19,17,37,3,69,5,100,0,2
10156,44,100,28,82,0,52,40,32,100,33,91,65,80,33,77,0,4
10157,17,94,97,100,45,94,20,67,47,73,100,42,68,0,0,16,5
10158,45,100,7,61,0,10,60,0,100,43,96,93,38,96,15,48,0
10159,100,100,71,89,39,64,15,35,11,0,50,1,40,30,0,27,6
10160,0,100,19,85,19,63,98,65,100,67,62,46,33,23,12,0,4
10161,12,68,25,100,48,79,32,46,0,22,20,16,57,0,100,5,2
10162,31,96,17,64,44,28,20,0,5,36,0,77,44,97,100,100,5
10163,28,82,19,54,81,45,55,9,0,0,11,49,37,91,100,100,5
10164,88,68,59,100,14,83,58,66,88,63,100,23,58,0,0,6,9
10165,0,89,43,100,74,76,70,37,54,0,27,20,53,48,100,56,7
10166,51,96,20,54,78,53,65,12,0,0,11,43,40,90,100,100,5
10167,32,84,65,100,76,75,66,46,100,30,79,7,40,0,0,3,3
10168,41,100,0,74,9,26,49,0,93,22,100,69,61,98,10,91,0
10169,0,81,35,92,100,100,95,70,73,32,67,0,34,20,96,31,7
10170,100,74,51,73,0,79,23,100,72,95,100,66,100,32,85,0,9
10171,74,94,100,100,68,84,79,57,95,30,74,6,37,0,0,8,5
10172,78,100,31,86,57,71,88,89,100,53,94,17,50,1,0,0,9
10173,14,99,49,72,60,100,25,93,75,70,100,35,59,7,0,0,9
10174,0,92,51,100,100,100,63,69,34,36,23,0,2,27,63,33,7
10175,32,83,61,100,100,93,70,67,88,35,88,6,43,0,0,3,3
10176,0,70,3,91,45,100,100,100,75,75,51,50,34,24,39,0,7
10177,46,76,55,100,100,98,75,69,95,46,97,20,50,6,0,0,3
10178,100,100,53,81,19,56,0,26,20,0,78,0,96,24,47,37,6
10179,100,88,100,100,83,83,65,66,46,50,28,33,11,17,0,0,1
10180,15,82,55,100,94,82,67,45,28,17,0,6,51,13,100,0,2
10181,55,54,34,74,0,92,56,100,100,82,100,54,86,27,70,0,9
10182,3,70,0,96,47,100,100,97,74,73,51,49,40,23,62,0,7
10183,53,96,91,100,41,87,47,64,92,47,100,22,55,4,0,0,5
10184,17,74,2,33,25,0,75,22,100,59,96,99,40,100,0,71,0
10185,0,97,67,100,76,73,62,40,51,7,38,0,24,25,100,34,7
10186,32,93,80,100,100,64,63,26,36,0,96,29,78,42,0,38,7
10187,54,100,0,79,17,60,100,60,85,86,50,82,38,36,33,0,4
10188,0,95,68,100,84,86,70,43,67,0,32,12,38,31,100,38,7
10189,21,78,51,100,57,62,33,27,0,1,23,10,62,12,100,0,2
10190,52,89,75,100,88,73,68,45,100,30,86,7,38,0,0,12,3
10191,15,76,35,99,88,100,100,94,71,72,42,49,17,25,0,0,7
10192,0,67,21,68,64,86,100,100,82,75,65,50,48,25,33,0,1
10193,10,60,0,85,41,95,100,100,95,78,67,52,43,27,37,0,7
10194,40,63,4,75,0,97,43,100,84,89,100,61,91,29,75,0,9
10195,0,66,9,89,55,100,100,92,79,68,50,46,30,22,47,0,7
10196,80,100,32,95,70,84,73,73,88,48,100,23,62,4,0,0,9
10197,100,76,70,100,0,73,64,38,73,0,17,23,83,58,79,88,8
10198,100,93,90,100,70,83,60,67,40,50,30,33,10,17,0,0,1
10199,8,98,17,58,71,44,40,0,2,27,0,78,33,100,100,99,5
10200,0,82,49,100,98,82,91,46,73,11,46,0,38,21,100,19,7
10201,51,86,74,100,91,81,70,61,100,40,87,14,45,0,0,12,3
10202,22,83,62,100,73,69,43,41,0,26,6,12,52,1,100,0,2
10203,76,100,37,78,0,49,32,29,100,28,85,59,59,32,40,0,4
10204,69,63,100,100,12,100,0,66,86,77,99,75,67,35,49,0,9
10205,0,89,51,100,100,94,82,57,64,20,38,0,38,39,90,48,7
10206,23,100,0,71,18,44,72,46,100,70,76,60,56,31,55,0,4
10207,0,60,31,70,64,88,100,100,90,75,79,50,73,25,70,0,1
10208,39,76,61,100,57,57,33,21,0,1,27,16,64,11,100,0,2
10209,33,79,43,100,60,73,42,38,12,8,0,9,50,0,100,8,2
10210,4,96,76,100,60,97,17,79,65,70,100,29,43,0,0,26,5
10211,80,100,31,81,51,67,95,84,97,55,100,27,64,5,0,0,9
10212,0,72,19,100,43,87,39,51,22,18,33,0,66,5,100,11,2
10213,100,100,88,93,45,71,0,48,78,45,75,48,45,24,32,0,4
10214,0,71,39,81,77,100,100,92,86,69,70,47,54,24,45,0,1
10215,0,66,27,100,100,92,99,51,55,15,13,0,20,35,98,30,7
10216,33,100,0,80,19,52,100,58,99,79,63,79,55,39,54,0,4
10217,33,82,0,48,2,5,52,0,92,31,100,74,60,100,9,83,0
10218,0,75,25,99,84,100,88,73,66,46,37,21,37,0,100,1,2
10219,0,71,20,92,69,100,69,77,71,54,100,34,82,12,35,0,3
10220,52,81,74,100,97,89,69,66,100,46,95,20,57,0,0,2,3
10221,21,80,8,35,35,0,77,7,100,45,77,88,37,100,0,76,0
10222,32,100,6,72,0,38,57,30,92,60,100,70,76,35,52,0,4
10223,83,75,48,45,17,67,56,100,100,79,92,36,58,0,0,0,9
10224,39,94,26,62,93,41,67,0,7,6,0,51,18,90,100,100,5
10225,0,92,58,100,88,94,67,47,60,0,36,1,37,22,100,20,7
10226,93,71,19,73,0,92,67,100,100,78,74,50,38,25,0,0,9
10227,0,67,44,83,93,100,100,92,83,70,68,46,66,23,73,0,1
10228,0,100,52,99,100,92,74,57,58,19,49,0,37,39,87,45,7
10229,73,100,16,99,42,83,96,97,100,61,99,23,57,0,0,5,9
10230,69,84,67,100,5,72,73,61,100,96,92,48,63,2,0,0,9
10231,100,100,71,90,50,90,39,67,70,55,59,31,31,13,0,0,5
10232,100,98,67,100,29,76,2,44,0,8,45,0,54,32,11,50,6
10233,27,88,9,62,0,18,42,0,83,30,100,73,69,100,19,81,0
10234,100,100,56,92,22,69,0,42,3,13,47,0,73,23,33,42,6
10235,0,27,30,45,58,70,85,96,100,100,84,67,69,34,58,0,1
10236,100,100,55,86,21,65,0,40,5,14,46,0,62,19,17,32,6
10237,3,91,61,100,47,97,5,74,48,52,100,32,56,12,0,0,5
10238,0,99,59,100,72,82,47,42,49,0,6,30,35,39,100,45,7
10239,100,67,76,100,27,83,54,61,86,71,95,29,55,2,0,0,9
10240,49,100,14,71,0,24,33,0,73,8,100,45,83,89,44,95,0
10241,100,100,67,99,37,69,14,35,8,0,50,9,36,31,0,6,6
10242,0,89,34,100,59,81,42,53,22,26,24,0,70,7,100,14,2
10243,0,79,32,100,54,77,42,43,19,14,15,0,56,10,100,11,2
10244,44,100,21,73,0,35,12,0,68,6,100,39,93,77,44,90,0
10245,26,100,0,58,5,11,55,0,97,28,100,75,56,97,17,68,0
10246,100,86,15,100,0,70,98,37,81,0,35,26,92,65,81,93,8
10247,0,93,24,56,49,21,80,0,100,35,83,81,52,100,23,91,0
10248,41,84,68,100,87,76,63,59,100,38,89,7,40,0,0,14,3
10249,49,84,100,100,83,93,30,78,57,68,87,35,53,0,0,8,5
10250,13,82,53,90,100,100,85,79,66,59,47,39,25,19,0,0,1
10251,100,97,82,100,45,75,15,47,0,13,39,0,58,24,12,25,6
10252,38,90,88,100,100,97,47,83,11,65,62,48,45,0,0,13,5
10253,40,100,6,71,0,39,62,36,100,65,94,63,66,31,38,0,4
10254,75,100,58,75,38,47,30,18,62,0,100,13,50,16,0,10,6
10255,26,60,43,100,60,74,37,33,0,10,17,16,59,9,100,0,2
10256,63,97,17,91,0,54,15,17,59,0,94,25,100,64,86,100,0
10257,29,100,0,62,1,18,50,0,96,27,100,69,54,95,2,80,0
10258,52,100,15,72,0,32,24,0,69,8,100,40,92,81,49,89,0
10259,67,100,33,79,6,49,0,16,47,0,100,12,70,29,13,25,6
10260,86,53,90,92,36,100,0,62,0,16,52,0,100,27,100,66,0
10261,20,95,27,64,54,30,34,0,14,33,0,71,41,95,100,100,5
10262,0,44,31,59,67,79,100,100,93,79,76,54,69,26,71,0,1
10263,0,76,31,100,67,82,47,44,13,13,5,1,52,4,100,0,2
10264,100,94,41,92,94,100,89,64,63,49,100,21,52,0,0,10,3
10265,19,80,34,100,53,70,33,32,0,1,1,0,51,1,100,11,2
10266,100,96,32,100,43,66,93,32,58,0,0,20,22,59,64,94,8
10267,83,100,14,75,0,42,97,44,100,67,64,81,60,40,58,0,4
10268,13,71,38,100,63,82,38,47,0,21,8,20,54,0,100,14,2
10269,0,83,25,100,82,79,79,40,56,0,10,12,31,36,100,35,7
10270,1,100,0,58,70,42,59,0,10,10,0,64,27,94,100,94,5
10271,100,100,60,83,24,51,0,17,45,0,94,17,57,41,6,30,6
10272,63,100,23,87,0,67,28,51,85,54,100,41,77,21,60,0,4
